_index,_id,_version,_score,_source.predecoder.program_name,_source.predecoder.timestamp,_source.agent.ip,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.dstuser,_source.rule.firedtimes,_source.rule.mail,_source.rule.level,_source.rule.pci_dss,_source.rule.hipaa,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.id,_source.rule.nist_800_53,_source.rule.gpg13,_source.rule.gdpr,_source.decoder.parent,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.data.srcuser,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.data.uid,_source.data.srcip,_source.data.euid,_source.data.tty,_source.data.srcport,_source.data.pwd,_source.data.command,_source.decoder.ftscomment,_source.data.extra_data,_source.data.audit.uid,_source.data.audit.res,_source.data.audit.auid,_source.data.audit.session,_source.data.audit.pid,_source.data.audit.id,_source.data.audit.type,_source.data.audit.key,_source.data.event_type,_source.data.audit.gid,_source.data.audit.dev,_source.data.audit.prom,_source.data.audit.old_prom,_source.data.tx_guessed,_source.data.tx_id,_source.data.app_proto,_source.data.in_iface,_source.data.src_ip,_source.data.src_port,_source.data.alert.severity,_source.data.alert.signature_id,_source.data.alert.rev,_source.data.alert.metadata.updated_at,_source.data.alert.metadata.confidence,_source.data.alert.metadata.created_at,_source.data.alert.metadata.signature_severity,_source.data.alert.gid,_source.data.alert.signature,_source.data.alert.action,_source.data.alert.category,_source.data.flow_id,_source.data.dest_ip,_source.data.proto,_source.data.http.hostname,_source.data.http.protocol,_source.data.http.http_method,_source.data.http.http_content_type,_source.data.http.length,_source.data.http.url,_source.data.http.http_user_agent,_source.data.http.status,_source.data.files,_source.data.dest_port,_source.data.pkt_src,_source.data.flow.src_ip,_source.data.flow.src_port,_source.data.flow.pkts_toserver,_source.data.flow.dest_ip,_source.data.flow.start,_source.data.flow.bytes_toclient,_source.data.flow.bytes_toserver,_source.data.flow.pkts_toclient,_source.data.flow.dest_port,_source.data.timestamp,_source.data.direction,_source.data.audit.syscall,_source.data.audit.fsgid,_source.data.audit.suid,_source.data.audit.egid,_source.data.audit.exe,_source.data.audit.file.inode,_source.data.audit.file.mode,_source.data.audit.file.name,_source.data.audit.sgid,_source.data.audit.execve.a1,_source.data.audit.execve.a0,_source.data.audit.euid,_source.data.audit.command,_source.data.audit.ppid,_source.data.audit.fsuid,_source.data.audit.exit,_source.data.audit.cwd,_source.data.audit.success,_source.data.audit.tty,_source.data.audit.arch,_source.rule.frequency,_source.previous_output,_source.data.audit.list,_source.data.id
wazuh-alerts-4.x-2025.09.03,JDH_DJkB7S3OmCd_dZbP,1,1,lightdm,2025-09-03T00:30:53.242756+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,lightdm(uid=125),6,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-03T00:30:53.242756+00:00 cyberpi lightdm: pam_unix(lightdm-greeter:session): session opened for user lightdm(uid=125) by (uid=0),log,"Sep 3, 2025 @ 06:04:49.529",/var/log/auth.log,1756859689.1190062,"Sep 3, 2025 @ 06:04:49.529", ,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.03,BTH1DJkB7S3OmCd_F5b4,1,1,sshd-session,2025-09-03T00:13:13.280911+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,kali,1,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session closed.,"[""pam"",""syslog""]",5502,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-03T00:13:13.280911+00:00 cyberpi sshd-session[2763]: pam_unix(sshd:session): session closed for user kali,log,"Sep 3, 2025 @ 05:53:24.849",/var/log/auth.log,1756859004.1178946,"Sep 3, 2025 @ 05:53:24.849", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.03,VqTjDpkBsWI4Vn235-EL,1,1,sudo,2025-09-03T09:23:56.840530+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root,6,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session closed.,"[""pam"",""syslog""]",5502,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-03T09:23:56.840530+00:00 cyberpi sudo: pam_unix(sudo:session): session closed for user root,log,"Sep 3, 2025 @ 14:53:58.316",/var/log/auth.log,1756891438.1201884,"Sep 3, 2025 @ 14:53:58.316", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.04,DzjSFpkBmvvOkOpYT2RG,1,1,sshd-session,2025-09-04T22:21:44.249375+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,kali,1,false,4, , , ,sshd: connection reset,"[""syslog"",""sshd""]",5762, , , ,sshd,sshd,2025-09-04T22:21:44.249375+00:00 cyberpi sshd-session[1974]: Connection reset by user kali 192.168.1.34 port 16843,log,"Sep 5, 2025 @ 03:51:43.755",/var/log/auth.log,1757024503.75890,"Sep 5, 2025 @ 03:51:43.755", , , , , ,192.168.1.34, , ,16843, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.04,gyiCFZkBOSAjOqA3h6Lm,1,1,sudo,2025-09-04T16:14:50.364133+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root,2,false,3,"[""10.2.5"",""10.2.2""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Successful sudo to ROOT executed.,"[""syslog"",""sudo""]",5402,"[""AU.14"",""AC.7"",""AC.6""]","[""7.6"",""7.8"",""7.13""]","[""IV_32.2""]",sudo,sudo,2025-09-04T16:14:50.364133+00:00 cyberpi sudo:     kali : TTY=pts/0 ; PWD=/home/kali ; USER=root ; COMMAND=/usr/bin/nmap -sS 192.168.1.34,log,"Sep 4, 2025 @ 21:44:50.564",/var/log/auth.log,1757002490.14731,"Sep 4, 2025 @ 21:44:50.564",kali,"[""Sudo and Sudo Caching""]","[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]", , , ,pts/0, ,/home/kali,/usr/bin/nmap -sS 192.168.1.34,First time user executed the sudo command, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.04,hCiCFZkBOSAjOqA3h6Lm,1,1,sudo,2025-09-04T16:14:50.368550+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root(uid=0),4,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-04T16:14:50.368550+00:00 cyberpi sudo: pam_unix(sudo:session): session opened for user root(uid=0) by kali(uid=1000),log,"Sep 4, 2025 @ 21:44:50.655",/var/log/auth.log,1757002490.15276,"Sep 4, 2025 @ 21:44:50.655",kali,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",1000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.04,kCiMFZkBOSAjOqA3a6JW,1,1,sshd-session,2025-09-04T16:25:43.057445+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,kali,6,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session closed.,"[""pam"",""syslog""]",5502,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-04T16:25:43.057445+00:00 cyberpi sshd-session[2226]: pam_unix(sshd:session): session closed for user kali,log,"Sep 4, 2025 @ 21:55:43.079",/var/log/auth.log,1757003143.17501,"Sep 4, 2025 @ 21:55:43.079", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.04,kSiMFZkBOSAjOqA3a6JW,1,1,unix_chkpwd,2025-09-04T16:25:44.792399+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7, ,7,false,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",unix_chkpwd: Password check failed.,"[""pam"",""syslog"",""authentication_failed""]",5557,"[""AU.14"",""AC.7""]","[""4.3""]","[""IV_35.7.d"",""IV_32.2""]", ,unix_chkpwd,2025-09-04T16:25:44.792399+00:00 cyberpi unix_chkpwd[2407]: password check failed for user (kali),log,"Sep 4, 2025 @ 21:55:45.068",/var/log/auth.log,1757003145.17904,"Sep 4, 2025 @ 21:55:45.068",kali,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.04,kiiMFZkBOSAjOqA3a6JW,1,1,sshd-session,2025-09-04T16:25:44.794029+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,kali,3,false,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]",5503,"[""AU.14"",""AC.7""]","[""7.8""]","[""IV_35.7.d"",""IV_32.2""]", ,pam,2025-09-04T16:25:44.794029+00:00 cyberpi sshd-session[2404]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.34  user=kali,log,"Sep 4, 2025 @ 21:55:45.193",/var/log/auth.log,1757003145.18341,"Sep 4, 2025 @ 21:55:45.193", ,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",0,192.168.1.34,0,ssh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.04,lCiMFZkBOSAjOqA3iqKG,1,1,sshd-session,2025-09-04T16:25:52.180331+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,kali,2,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication success.,"[""syslog"",""sshd"",""authentication_success""]",5715,"[""AU.14"",""AC.7""]","[""7.1"",""7.2""]","[""IV_32.2""]",sshd,sshd,2025-09-04T16:25:52.180331+00:00 cyberpi sshd-session[2404]: Accepted password for kali from 192.168.1.34 port 54040 ssh2,log,"Sep 4, 2025 @ 21:55:53.122",/var/log/auth.log,1757003153.19398,"Sep 4, 2025 @ 21:55:53.122", ,"[""Valid Accounts"",""Remote Services""]","[""T1078"",""T1021""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access"",""Lateral Movement""]", ,192.168.1.34, , ,54040, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.04,lSiMFZkBOSAjOqA3iqKG,1,1,sshd-session,2025-09-04T16:25:52.186981+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,kali(uid=1000),6,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-04T16:25:52.186981+00:00 cyberpi sshd-session[2404]: pam_unix(sshd:session): session opened for user kali(uid=1000) by kali(uid=0),log,"Sep 4, 2025 @ 21:55:53.186",/var/log/auth.log,1757003153.19873,"Sep 4, 2025 @ 21:55:53.186",kali,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.09.04,iyiCFZkBOSAjOqA36aKT,1,1,sudo,2025-09-04T16:15:15.015356+00:00,192.168.1.41,cyberpi,001,LAPTOP-K8OGF4C7,root(uid=0),5,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,pam,2025-09-04T16:15:15.015356+00:00 cyberpi sudo: pam_unix(sudo:session): session opened for user root(uid=0) by kali(uid=1000),log,"Sep 4, 2025 @ 21:45:16.482",/var/log/auth.log,1757002516.17047,"Sep 4, 2025 @ 21:45:16.482",kali,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",1000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
